PRES,TEMP,THCK,SWAT,POROM,POROF,PERMM,PERMF,FRACS,VLCH4,PLCH4,VLCO2,PLCO2,QINJ,QPROD,TPROD,PWFPROD,PFRAC,LX,LY,LWELL,LFRAC,SRVPORO,SRVPERM,SRVSPAC,T1,TINJ,Gi
5568.8,159.3,271.7,6.5,5.33,0.99,9.41E-05,0.00078,1.3,94.3,354.9,252.3,572.5,25.9,6630.82,17034.8,2325.02,6288.7,4487.7,1964.1,3324.3,996.9,1.46,0.0064,0.671,105.9,3.20E+04,816389
4696.6,159.6,112.8,5.8,5.56,1.46,7.72E-05,0.000928,1.89,62,605.8,356.1,529.7,93.7,3197.73,17758.8,2296.39,7020.6,5742.6,554.19,3891.8,302.6,1.8,0.003,1.03,29.23,1.80E+04,1708237
4517.7,141.9,154.7,10.1,6.12,0.54,2.12E-05,0.000819,2.69,111.7,584.4,324.9,500.3,51.6,11583.9,10164.2,596.24,5212.8,4926,1304.46,4008.1,682.9,0.7,0.007,1.952,53.06,1.70E+04,892238
7283.5,195.4,286.5,7.2,6.89,0.6,4.17E-05,0.000451,1.31,118.4,704.1,302.1,306,191.9,1915.21,7995.4,3174.4,8530.3,7450.7,1007.96,4681.9,507.3,0.73,0.0011,0.598,14.28,8.60E+03,1655712
4667.9,163.1,273.2,9.5,7.23,0.54,3.47E-06,0.000795,1.69,237.7,630.6,1086.3,406.7,73.8,9615.29,15565.6,578.39,6439.6,4362.9,1268.4,3052.1,971.3,0.79,0.0083,1.272,37.1,2.60E+04,1912940
5780.6,139.7,164.4,8.8,5.26,1.57,6.54E-05,0.00019,1.32,116,921.7,600,567.2,193.6,4594.4,9867.9,1167.2,7608.8,7691.3,463.14,4823.8,313,1.99,0.0019,1,14.15,1.10E+04,2082034
4601.3,186.4,215.3,9.2,9.34,1.35,8.78E-05,0.00033,2.73,199.7,247.9,921.6,763.4,78.2,2751.58,17096.5,1817.77,6849.9,4767.1,731.13,3540.2,377.9,1.83,0.0029,1.148,35.05,2.00E+04,1561093
3810.3,163.4,228.2,10,9.23,1.47,7.43E-05,0.000488,1.16,167.8,477.8,688.3,707.1,164.8,3620.47,16413.3,1623.39,4757.2,4725,804.83,3496.9,477.9,2.04,0.0051,0.541,16.63,1.80E+04,2888405
5066.3,124.4,186.5,9.6,9.18,1.62,2.41E-05,0.000788,2.26,216.8,588.4,724,283.2,497.2,3419.88,7476.1,2024.9,6691.4,5778.4,1621.22,4295.8,939.9,2.06,0.0025,1.283,5.51,7.90E+03,3925885
7145,199.1,189.4,6.6,7.91,1.32,5.81E-05,0.000639,2.13,198,897.9,725,541.3,110.9,5666,17711.3,1672.85,9667.8,4219,1063.48,3403.2,590.4,1.83,0.003,0.885,24.71,1.90E+04,2162012
4257.5,194.8,206.8,11.4,5.11,1.13,5.97E-05,0.000918,2.39,225.6,420.3,714.4,497.7,47,2775.51,14131.2,1811.68,6086.1,3249.2,1628.7,2080.4,926.6,1.62,0.0061,1.02,58.27,1.90E+04,880527
4469.8,171.1,288.1,10.6,7.12,1.49,1.01E-05,0.000319,1.52,77.9,686.6,267.4,809.9,98.7,1224.15,13280.4,474.2,6656,4041.9,435.38,2796.6,356.8,2.2,0.0012,0.908,27.76,1.40E+04,1417328
4854.3,172.7,298,6,8.56,0.74,4.09E-05,0.00097,1.5,96.1,478.9,377.4,326.2,280.7,8914.16,10994.6,830.07,5960.8,3329.5,1011.34,2656.7,596.5,0.9,0.0091,0.637,9.76,1.30E+04,3619629
7213.3,162.7,109.9,6.2,9.78,0.54,4.11E-05,0.000709,1.67,107.5,355.2,413.1,559.3,93.3,8173.65,13360,3191.53,8512,5002.1,671.65,3247.3,376.2,0.76,0.0054,1.187,29.37,1.40E+04,1320357
3863.8,194.2,283.7,10.1,5.1,1.08,6.57E-05,0.000859,1.12,170.5,474.8,673.1,369.9,217.1,4891.7,16067.4,993.03,5192.2,3091.4,649.9,2289.6,424,1.43,0.0089,0.479,12.62,1.70E+04,3766053
3215.8,130.6,203.6,7.6,8.7,1.31,5.91E-05,0.000173,2,225.4,592.6,1004,847.4,137.8,1008.49,12237.4,1457.9,3974.9,7327.8,974.33,4916.6,750.6,1.6,0.0013,1.383,19.87,1.30E+04,1780575
3939.1,181,274.9,8.7,6.68,1.82,3.96E-05,0.000846,2.45,113.1,976.2,296.1,409.8,52.1,5684.81,7747.7,655.97,4774.4,5660,506.16,4062.6,417.8,2.28,0.0049,1.677,52.59,2.00E+04,1031023
5149,129.1,238.5,8.7,5.29,1.92,6.22E-06,0.000639,2.21,89.1,723.9,421.2,666,80.1,1835.98,9432.7,2307.18,7584.1,7222.5,1311.64,4641.3,899.5,2.67,0.0014,1.611,34.22,1.30E+04,1009098
3790.9,131.7,288.2,10.2,6.36,1.7,2.98E-05,0.000911,1.37,71.2,839.4,305.2,836.4,106.9,6233.42,10193.4,163.49,5252.4,5751.5,568.35,3807.1,401.7,2.46,0.0048,0.768,25.64,1.60E+04,1754729
4021.5,142.4,170.6,7.6,9.26,1.42,6.86E-05,0.000826,1.38,143,617.4,408.3,502.1,275.1,5928.99,9256.5,1246.98,5366.6,3287.6,1177.57,2184.8,960.6,2.03,0.0099,0.934,9.96,1.00E+04,2755160
5435.8,127.5,229,10,6.57,0.64,7.41E-05,0.000921,2.34,95.4,961.7,547,935.2,113.8,2627.32,8623.3,1398.57,7526.3,3468.1,1069.97,2618.9,545.8,0.87,0.0024,1.195,24.08,9.80E+03,1113438
3908.4,186.6,277.5,11.4,9.27,1.74,4.47E-05,0.000619,1.17,143.3,795.3,558.2,752.3,174.2,5847.74,13528.5,410.43,4515.9,6112.2,653.33,4729,521.6,2.2,0.0041,0.594,15.73,1.80E+04,3084077
3649.5,133.9,225.2,6.8,8.78,1.47,6.88E-05,0.000294,2.61,117.8,603.4,572.4,598.7,31.6,658.983,15203,1477.12,4487.5,3429.5,890.64,2364.6,678.7,2.17,0.0013,1.722,86.71,1.70E+04,543346
4768.5,179.7,144.6,7.1,5.92,1.8,9.72E-05,0.000714,2.22,111.7,690.4,375,810.7,208.8,3952.36,14785.2,992.89,5923.1,5251.1,720.18,4275.6,491,2.38,0.0024,1.288,13.12,1.50E+04,3178817
7102.3,122,187.4,12,5.71,0.9,2.79E-06,0.000936,1.49,225.5,930.6,617.4,299.2,49.5,27174.9,17851.6,761.68,8646.7,4923.6,1722.06,3934.6,969,1.13,0.0107,1.034,55.4,2.80E+04,1399650
4463,198.3,264.5,13,9.33,0.51,6.59E-05,0.000585,1.77,156.1,332.6,603.4,670.1,212.3,2043.82,7637.7,1744.08,6254.2,3205.7,1718.88,2373.5,937.1,0.75,0.0036,0.951,12.9,8.80E+03,1862188
3870.9,134.9,263.4,12.6,9.32,0.96,2.69E-05,0.000732,1.36,63.9,290.2,141,883,296.2,3298.52,10296.2,520,5152.5,4588.6,980.11,3089,704.2,1.25,0.0034,0.866,9.25,1.10E+04,3195879
3877.6,129.1,199.4,5.5,9.88,1.5,4.46E-05,0.000954,1.44,235.8,411.2,949.1,284.6,155.5,4560.3,17292.1,1773.18,5397.8,5581.9,734.2,3564.4,384.1,2.14,0.006,0.663,17.62,1.80E+04,2835956
5070.8,184.4,105.4,11.3,6.83,1.91,9.57E-05,0.000669,1.92,111.5,366,494.4,630.8,208.7,9181.35,10360.9,264.22,5851.5,6614.9,912.23,4885.2,626.2,2.5,0.0036,1.361,13.13,1.10E+04,2394555
3570.2,188.9,198.4,12.2,8.61,1.05,8.53E-05,0.000411,1.72,171.8,882.7,410.9,997.3,166.5,2526.96,13226.9,512.5,4066.6,5169.2,765.87,3696.1,499.8,1.52,0.0026,1.264,16.45,1.40E+04,2333658
4405.3,166.9,265.5,7.3,5.74,1.14,6.97E-05,0.000423,1.84,174.1,582,525.6,818.5,161,2798.1,10220.1,294.87,5679.1,5123,726.99,3442.2,424.5,1.49,0.0021,0.839,17.02,1.10E+04,1850455
5007.6,156,291.8,10.8,8.84,1.54,5.35E-05,0.000612,1.08,185,281.6,492.8,870.6,262.8,9042.37,12009.7,540.09,5767.2,4834.3,597.4,3667.7,433.9,2,0.0058,0.489,10.43,1.40E+04,3710184
5343.5,199.1,199.1,12.9,8.37,0.6,8.25E-05,0.000531,1.54,61.7,345.8,358.5,445.9,130.5,2378.76,10676.8,1882.89,7324.1,3772.2,1037.67,2623.9,570.3,0.85,0.0027,1.06,20.99,1.20E+04,1532103
4438.2,172.5,245.9,12.3,7.13,0.81,9.39E-05,0.00051,2.51,208.4,401.3,570.3,473.9,175.9,4807.02,13023.8,1189.55,5460.4,4903.4,1160.1,3404.3,641.6,1.02,0.0047,1.329,15.57,1.40E+04,2516554
6261.2,140.1,246.6,12.7,5.01,1.87,1.84E-06,0.000912,1.34,183.5,720.1,950.7,934.7,226.6,4097.05,16444.1,570.14,7534.5,3436.9,1724.02,2783.6,900.3,2.3,0.0026,0.903,12.09,1.70E+04,3827169
5374.7,146.2,256.9,13,5.87,1.26,5.41E-05,0.00075,1.64,246.4,971.6,955.4,823.6,233.6,6249.47,8363.5,1578.71,6765.8,3080.7,976.86,2378.7,615.1,1.66,0.007,0.932,11.73,9.60E+03,2241901
4550.6,130.6,284.1,5.4,5.75,0.62,8.26E-06,0.000482,2.79,206,946.4,473,553.9,88.8,3121.81,14995.5,1180.35,5320.3,4944,736.44,3826.7,507.2,0.77,0.0025,1.588,30.86,1.70E+04,1470599
7457.5,157.3,166.3,10.4,6.07,1.88,4.52E-05,0.000119,1.41,59.5,938.8,300.8,647.8,39.8,795.871,17289.7,1417.26,8769.1,3083.4,1020.87,2561.5,521.6,2.78,0.0005,0.599,68.85,1.80E+04,724266
5300,135.3,197.6,12.6,7.44,1.13,2.21E-05,0.000653,1,134.7,714.9,554.6,406.8,199.6,7234.17,8963.6,1644.73,7489.8,4965.3,1331.88,3455.3,679.9,1.51,0.0055,0.458,13.72,1.10E+04,2156545
6622.7,143.7,215.5,6.6,6.22,1.18,6.14E-05,0.000901,2.04,121.9,340.8,293.2,564.6,390.1,9412.56,8515.2,698.12,9039.1,5861.6,1648.25,4536.2,870.6,1.49,0.0035,1.541,7.02,9.30E+03,3646863
5932.2,196.6,110.5,12.5,9.05,1.44,1.52E-05,0.00071,2.02,91.5,817.3,485.4,512.9,215.3,4104.14,8265.6,1947.82,6748.4,3405.7,928.01,2655.5,592.2,2.07,0.0035,1.357,12.72,8.80E+03,1892130
6403.4,194,215.3,10.3,6.01,1.03,3.49E-05,0.000837,2.6,218.2,598.5,1019.3,489.7,161.5,5097.79,17006.7,714.99,8429.8,3021.4,1210.31,2288.5,675.3,1.26,0.004,1.436,16.96,1.80E+04,2903334
5788.1,195.2,123.9,10,6.98,1.19,9.56E-05,0.000391,2,71.8,237.5,151.4,952.6,224.7,9013.12,12095.6,1293.29,6468.7,5991.2,789.94,4465,595.7,1.77,0.0042,1.516,12.19,1.30E+04,2859282
4455.8,153.2,134.3,10.8,9.98,0.77,4.68E-05,0.000582,1.03,126.2,952.7,517,887.5,212.9,5715.09,11414.3,124.68,5789.6,3639.1,588.86,2658.3,373.9,0.95,0.0045,0.416,12.87,1.20E+04,2548853
7742.2,189.6,148.4,5.8,9.57,1.32,4.97E-05,0.00057,2.73,167.5,650.5,807.8,925,188.6,5548.95,10316.8,2635.52,8998.9,3655.5,510.93,2535.3,329.5,1.7,0.004,1.977,14.53,1.10E+04,2051702
6245.5,154.5,175.5,12.3,9.18,0.72,9.73E-05,0.000858,1.49,196.2,335.2,476.7,766.2,147.3,8962.28,12644.2,1593.99,6857.4,3832.7,483.47,2543,297.4,0.93,0.0071,0.79,18.59,1.40E+04,2006703
4498.8,133.6,224.3,13.1,9.67,1.3,8.27E-05,0.000206,1.71,121.8,467.3,517.7,294.3,92,1280.86,16086.4,1939.14,6503.8,3983.2,1747.75,3134.6,935,1.85,0.0016,1.159,29.76,1.70E+04,1582246
5880.9,166.8,262.7,12.4,7.38,1.36,5.54E-05,0.00029,2.23,177.2,816.4,595,552.4,94.4,4397.78,9567.7,1462.51,8322.1,6362.4,1033.42,4884,614.3,1.83,0.0021,1.28,29.03,1.40E+04,1341851
7718.2,136.3,265.4,8.3,8.7,0.87,5.27E-05,0.00048,2.61,59.6,983.7,326,326.5,197.2,4954.86,11717.1,2343.32,8991.4,5101.8,351.85,3714.7,276.7,1.3,0.0025,1.598,13.89,1.20E+04,2439395
3112,166.1,150.9,13.1,5.8,1.82,2.52E-05,0.000476,1.06,90.6,456.7,534.3,817.7,237.6,2881.8,10863,873.71,4325.1,6728.8,472.66,4551.2,254.9,2.64,0.0031,0.598,11.53,1.20E+04,2745595
4099.9,178.1,240.2,13,6.91,0.77,1.44E-05,0.00091,1.32,101.1,690.8,372.5,275.6,239,4448.42,9326.2,1924.4,4951,3658.8,1458.58,2550.9,773.6,1.03,0.0089,0.65,11.46,1.00E+04,2485195
7875.8,159.1,244.6,5.1,8.52,1.76,6.51E-05,0.000935,2.51,219.3,996.3,965.6,886.8,212.8,4097.9,8567.7,1998.5,10323.6,3202.5,1486.58,2053.9,783.2,2.27,0.0035,1.822,12.87,9.40E+03,1996887
6556.7,159,266.8,10.9,6.9,1.06,6.36E-05,0.001013,2.05,142.4,418.8,669.7,477.8,262.4,10753.2,12763.1,1349.41,7230.6,3882.9,1408.64,2802.3,972.3,1.42,0.0076,1.629,10.44,1.40E+04,3677760
4501.3,163.3,165.6,7.5,7.97,0.81,3.05E-06,0.000646,1.66,96.7,831.9,439,505.1,22.4,3053.86,16252.4,1834.94,5874,3089.6,1333.84,2410.3,927.8,1.06,0.0048,1.068,122.44,2.40E+04,547563
4150.1,130.3,170.1,6.7,8.54,1.59,7.86E-05,0.000584,2.45,77.7,728.2,372.5,446.9,45.8,2815.39,9348.6,1953.33,4692.4,4472.6,1656.34,3587,992.4,2.31,0.0035,1.096,59.77,1.40E+04,640531
6108.9,146.9,242.6,8.7,7.68,1.47,2.97E-05,0.000207,2.08,83.4,241.6,406.4,692.3,126.7,1853.67,13634.5,534.59,8967.6,6321.6,423.54,4163.5,246.9,1.98,0.0008,0.994,21.63,1.40E+04,1807672
4622.1,159,152.8,9.8,6.38,1.61,4.07E-05,0.00101,1.38,109.4,548.8,395.4,394.2,320,5456.06,8544.2,379.27,6108.8,5991.5,961.86,4294.2,736.3,2.13,0.0029,1.037,8.56,9.30E+03,2989508
7420.6,186.7,233.1,6.9,9.24,1.79,8.48E-05,0.001011,1.29,51.5,379.7,169.6,599.6,178.6,14379.7,15516,1318.07,10182.1,4158.7,1295.67,3215.3,769.2,2.63,0.0075,1.011,15.34,1.80E+04,3189908
3681.5,198.8,223.1,6.8,8.66,1.76,9.86E-05,0.000283,2.73,214.9,227.5,582.3,407.7,235.7,1957.19,12595,1237.14,5252.1,4828.6,637.71,3872.1,323.8,2.23,0.0024,1.956,11.62,1.30E+04,3104559
5466.8,147.6,121,11.8,5.81,1.18,4.61E-05,0.000701,1.76,156.2,518.3,373.7,676.7,122.7,5981.53,17388.6,998.4,6266,6394.6,1327.16,4953.1,992.7,1.56,0.0025,0.968,22.33,1.80E+04,2249991
4153.1,149.9,246.8,10.8,9.86,1.32,1.43E-05,0.000393,1.43,96.2,927.8,203.3,335.3,166.6,2361.54,16266.2,1321.97,5878.6,4393,326.74,3076.1,216.2,1.74,0.0028,1.091,16.44,1.70E+04,2789534
3771.2,129.9,193.3,10.8,6.3,1.35,8.77E-05,0.000762,2.66,223.5,954.1,1007.4,301.3,66.2,4125.22,13666.6,487.05,5325.7,3401.8,1543.11,2755.6,965.8,1.99,0.0047,1.675,41.39,1.80E+04,1174098
3406.3,194.9,192.5,14,9.55,1.72,3.81E-05,0.000182,1.65,179,594.7,391.5,483.8,192.1,1165.66,8236.9,1573.48,3801.5,4739.9,1430.66,3941.1,724.9,2.49,0.0019,0.986,14.26,8.90E+03,1707471
4028,196.6,288.8,10.9,5.97,1.4,1.40E-05,0.000945,2.36,179.9,483.7,452.6,870.9,142.5,4047.6,12152.5,1768.44,4777.9,5116.8,1226.55,4131.6,916.9,1.71,0.0052,1.738,19.23,1.50E+04,2112319
5433.6,190.8,292.1,11.4,6.2,0.59,5.77E-05,0.000556,1.74,90.1,464.9,485.9,915.7,79.6,3042.56,17741.3,2041.89,8120.7,5062.5,678.99,3186.8,429.6,0.72,0.003,1.369,34.41,2.10E+04,1639212
6966.8,130.4,154.9,5.9,8.94,1.59,1.65E-05,0.000271,1.74,176.4,417.3,1035.4,599.4,208.6,8868.3,9127.6,491.48,7841.7,5514.5,1216.07,4206.1,665.4,2.05,0.003,1.292,13.14,1.10E+04,2251641
5519.6,177,283.8,12.3,9.24,0.81,4.92E-05,0.000293,2.22,217.6,842,1157,478.5,131.8,3483.96,17384.4,855.11,6703,4666.5,625.16,3173.6,425.2,1.01,0.0025,1.448,20.79,1.90E+04,2542719
6640,160.2,199.9,11.9,6.12,1.7,3.39E-05,0.001096,1.7,150.7,905.5,498.3,707.7,184.8,16752.6,14023.9,1363.58,7635.3,6845.7,384.8,4399.3,265.9,2.22,0.0069,1.004,14.83,1.60E+04,2984849
3991.8,145.3,180.8,11.8,7.35,1,5.81E-06,0.000962,2.39,108.3,822.1,648,903,77.6,5004.66,8482,733.6,5896.4,6821.1,853.11,4661.7,510.3,1.35,0.0033,0.996,35.31,1.50E+04,1135633
3553,184.2,122.2,6.9,7.54,1.28,5.93E-06,0.000698,2.91,181.3,567.4,748,900.2,39.3,5694.19,9793.5,538.47,4439,5414.7,732.99,3901.4,582.5,1.9,0.0051,1.262,69.8,2.00E+04,778318
7593.1,185.8,203.9,5.3,5.54,0.79,6.91E-05,0.000248,2.06,201.2,881.5,991.6,800.5,35,3508.95,16992.9,2354.78,10668.2,7097.6,1365.98,4493.6,896.4,0.96,0.0015,0.886,78.2,2.60E+04,914110
7355.2,130.4,184.7,6.5,6.37,1.24,8.24E-05,0.000615,1.62,178,881.9,1005.4,645.5,90.1,2446.55,13881.6,2029.59,8935.6,3419.9,759.22,2489.2,461.3,1.76,0.0018,1.266,30.41,1.50E+04,1308653
4450.6,144.3,258.4,8.8,5.3,1.04,9.68E-05,0.000934,2,206.1,838.7,691.3,455.1,64.3,2002.68,16181.7,1418.84,5932,4223.8,1530.94,3214.3,821.7,1.52,0.0021,1.252,42.64,1.80E+04,1165707
4255.8,161.4,223.1,12.1,5.31,0.68,5.79E-05,0.000106,1.56,223.9,713.9,1099.6,773.9,133,1206.78,8619.3,1424.38,6131.3,5716.4,511.84,4660.8,350.4,0.82,0.0009,1.05,20.6,9.60E+03,1276538
6134.9,171.4,115.2,10.5,8.02,1.95,9.98E-05,0.000972,2.64,197.3,293.8,842.3,812.1,61.8,19475.9,10044.2,1358.2,7007.6,5821.3,348.65,3737,208.8,2.41,0.0094,1.129,44.34,1.50E+04,954225
3334.7,161.1,217.3,11,9.76,1.76,6.87E-05,0.001041,2.47,180.4,917.7,371.2,220,81.8,4757.83,12592.5,738.5,4285.1,3682.5,694.23,2520.4,519.6,2.47,0.0082,1.828,33.49,1.80E+04,1437069
3959.7,124.9,114,7.8,5.72,1.12,1.77E-05,0.000833,1.34,200.8,769.8,1089.8,407.9,299,8460.32,11348.4,1666.49,4559.4,5804.7,953.21,4510.7,604.4,1.52,0.0074,0.673,9.16,1.20E+04,3511655
6728.3,140.6,213.7,8.5,8.83,0.68,1.64E-05,0.000758,1.17,196.6,519.6,774.5,577.6,152.3,10975.4,14240.6,3362.55,9255.3,5770,1037.59,3642,771.3,0.86,0.0088,0.831,17.99,1.60E+04,2459993
6142.4,123.6,161.5,8.1,8.47,1.13,3.20E-05,0.00052,2.36,186,301.6,538.3,602,155.5,6837.69,11671.9,2700.11,7016.8,4987.4,333.79,3482.3,261,1.56,0.0051,1.544,17.62,1.20E+04,1885995
3678.6,158.7,163.2,5.4,7.05,1.7,2.64E-06,0.001032,2.52,85.5,482.4,207.1,420.7,367.2,4864.71,8109.6,96.39,4967.6,6051.4,659.28,4325.2,414.5,2.08,0.0032,1.914,7.46,8.60E+03,3145383
3944.8,189.1,157.5,11.6,8.19,1.99,7.27E-05,0.00027,1.88,231.7,936.7,810,202,30.4,2072.57,13097.4,670.64,5728.7,3674.7,844.91,2560.5,449.8,2.88,0.0026,0.795,90.14,2.10E+04,623359
3177.4,161.6,247.1,12.2,9.84,0.93,2.88E-05,0.000839,1.29,84.9,949.5,308.5,720,70.6,2867.6,14254.1,233.11,4063.8,6306.3,1059.13,4647,533.1,1.35,0.0025,0.748,38.82,1.90E+04,1345729
7031.9,158.7,251.4,12.5,5.41,1.97,4.96E-05,0.000763,1.61,113.8,878.4,473.6,597.7,14.8,9389.64,8068.4,2580.46,7405.7,4036.4,1404.61,2967.9,976.3,2.48,0.0073,1.003,185.68,3.60E+04,534714
4075,160.3,155,8.3,8.28,1.07,1.65E-05,0.000699,2.24,157.9,846.1,748.1,726.9,288,2277.93,7820.1,32.51,5202.7,3495.1,1075.39,2853.6,572,1.41,0.002,1.323,9.51,8.20E+03,2375405
6496.2,189,102,13.6,8.68,1,3.91E-05,0.000887,1.79,188.8,583.4,730.5,824.7,190.4,5742.21,11031.9,2161.18,8546,3743.6,1509.68,2816.9,961.6,1.48,0.0044,1.335,14.39,1.20E+04,2222982
4959.9,157.3,211,13.4,8.31,1.69,6.76E-05,0.00041,0.99,226.1,656.7,452.8,715.6,136.7,5320.79,14822.2,2081.82,5838.9,5000.2,859.56,3763.3,612.4,2.38,0.0049,0.404,20.05,1.70E+04,2256479
6170.5,128.1,208.1,11.9,7.6,1.02,4.20E-05,0.001018,2.29,114,283.6,456.2,240,258.1,5804.35,10883.6,240.95,7595,4198.2,920.16,2971.8,689.2,1.52,0.0032,0.928,10.62,1.20E+04,2995618
3415.2,168.1,227.2,12.1,6.24,1.66,2.25E-05,0.000983,2.72,185.5,895.3,713.9,907.4,218.5,2961.7,13376.6,1138.37,3913,5765.9,917.85,3939.3,528.1,2.26,0.0038,1.673,12.54,1.40E+04,3066760
5787.5,187.2,232.3,11.9,7.74,0.86,6.08E-05,0.000666,2.28,62.1,885.1,298.8,644.5,141,11696.6,16615.7,1699.24,7365.2,6440.7,1035.68,4271.3,799.6,1.24,0.007,1.011,19.44,2.00E+04,2840663
3493,136.5,173.8,8.6,9.87,0.92,5.31E-05,0.000582,1.58,197.6,227.8,773.7,720.2,123.9,1009.89,10255.3,1729.95,4579.5,5185.3,897.79,3718.8,571.5,1.29,0.0016,1.125,22.1,1.10E+04,1342646
4942.2,130.4,192.7,5.6,8.07,1.95,2.16E-05,0.000465,2.78,214.7,477.5,863.2,600.1,173.4,4897.6,15145.4,1184.9,6728.4,4521.9,746.98,3519.9,454.7,2.8,0.0035,2.052,15.8,1.60E+04,2756098
7175,163,259.9,5.5,7.12,1.72,4.63E-05,0.000693,1.16,203.2,461.4,1210.7,331.7,122.5,5230.88,10540.8,3348.55,10534,4743.4,436.59,3412.6,232,2.4,0.0041,0.917,22.37,1.40E+04,1684150
5270.2,192.2,296,7.6,9.82,1.76,4.83E-06,0.001006,2.98,228.2,792.8,1027,842.7,197.3,7508.44,15297.2,1033.05,7081.3,6401,1431.21,4244.3,802.9,2.32,0.0046,2.092,13.88,1.80E+04,3585369
5474,134.3,113.6,7.4,6.54,1.51,5.44E-05,0.000501,2.14,171.9,381.4,634.5,916.8,87.3,6846.69,13368.1,872.1,7516.9,3986,1172.78,2564.6,947.5,2.01,0.0053,0.887,31.38,1.50E+04,1299667
6474.3,145.4,100.9,8,5.62,1.29,9.99E-05,0.001001,1.65,159.8,432.7,799.1,890.6,395.9,13317.6,8539.8,462.99,8409.3,5028.3,1084.17,3216.1,679.7,1.64,0.006,0.792,6.92,9.00E+03,3560009
3164.7,192.8,290.3,11.2,5.85,1.44,7.51E-05,0.000467,1.45,182.1,484.7,676.1,224.9,45.2,942.652,8006.1,94.87,3955.6,4337,1732.7,2789.5,939.2,2.03,0.0015,1.084,60.63,1.30E+04,573113
5160.1,139.8,292.2,6.8,6.22,1.57,3.23E-05,0.00066,1.08,199.3,439.7,1088,638.6,213.7,3982.04,8377,1885.53,7235.7,4523.3,617.86,3085.7,431.7,2.01,0.0041,0.576,12.82,1.00E+04,2181528
6857.6,154.5,185.6,9.1,8.53,0.61,1.43E-05,0.000525,1.53,74.4,438.8,272.1,811.5,173.2,5192.5,17588,1143.06,8601,7118.9,1157.45,4453.8,821.4,0.74,0.002,1.078,15.82,1.80E+04,3177512
5236.3,134.2,152.9,14,8.61,1.36,1.80E-05,0.000975,2.18,81.5,957.2,321,364,199.8,14787.8,7800.4,566.63,5617.4,5491.5,578.45,3704.3,464,1.85,0.0078,1.16,13.72,1.00E+04,2057856
6939.5,155.7,259,5.5,5.64,1.91,1.76E-05,0.000521,1.5,72.8,221,417.3,584.2,406.9,5180.94,9296.9,2273.32,8205.4,5230.4,1119.85,3571.3,717.9,2.63,0.0032,0.729,6.73,9.80E+03,3999711
3242.3,170.2,287.7,8.2,7.78,1.64,3.38E-06,0.000849,1.57,81.3,641.4,236.5,617.2,62.9,6470.87,12655.7,1414.9,4538.3,6274.3,642.03,4717.3,423.2,2.28,0.0092,1.204,43.53,2.40E+04,1488882
5671,132.1,172.4,9.8,9.43,1.34,6.94E-05,0.000265,2.74,147.7,787,773.9,341.7,30.4,1925.23,13933.8,1464.34,7557.4,7297.8,1372.7,4657.5,962.2,1.93,0.0009,1.777,90.06,2.00E+04,614285
4391.1,161.3,181.2,7.9,9.42,1.81,6.19E-06,0.000904,2.03,215.2,530.7,955.7,377.8,192.9,8761.63,16496.1,2127.93,5053.8,4797.1,755.06,3744.7,382.5,2.23,0.0102,1.324,14.2,1.70E+04,3365247
3298.2,193.3,112.5,6.4,5.57,1.65,8.60E-05,0.000527,2.5,200.1,684.3,577,419.3,75.5,1069.94,7300.5,475.08,3826.6,3893,583.89,2456.3,461,2.27,0.0017,1.341,36.28,8.40E+03,632160
4895.9,161.5,155.4,11.5,5.62,1.51,1.13E-05,0.000138,1.81,194.3,488.7,981.2,990.3,190.4,1958.94,8032.6,1728.54,7115.5,6523.9,878.21,4924,449.3,1.96,0.0012,0.866,14.39,8.80E+03,1669803
5016.2,181.8,156.6,9.5,7.9,0.61,5.50E-05,0.000706,1.15,57.4,462.6,258.3,603.2,252.8,12824.2,9387.3,326.49,5833.2,5212.9,1131.05,3914.4,677.6,0.85,0.0069,0.492,10.84,1.10E+04,2793059
3421.9,152.7,236.5,11.3,7.56,0.82,1.49E-05,0.001048,1.94,104.1,635.7,214.9,608.5,324.3,4209.5,9609.9,1497.47,5066.7,4669.7,656.65,3057.1,363.6,1.23,0.0079,1.258,8.45,1.00E+04,3315995
6916.4,181,276.9,10.5,8.34,1.97,7.22E-05,0.000819,2.97,53.3,596.5,190,766.5,178,17037.4,14372,1108.61,8142.7,4514.3,1533.96,3282.9,922.8,2.61,0.0094,2.151,15.39,1.80E+04,3150605
3344.2,151.3,282.9,5,9.59,1.77,9.15E-05,0.000139,2.56,145.1,382.7,793,471.2,118.8,770.781,8312.1,503.38,4374.8,4225.9,1116.21,3305,682.4,2.64,0.001,1.326,23.07,9.60E+03,1134427
4113,144,191.2,11.7,9.67,1.88,4.68E-05,0.000152,2.46,60.6,932,348.8,912.8,111.6,558.996,11804.7,1102.85,5162.3,2720.6,1206.35,2010,903.2,2.68,0.0009,1.417,24.56,1.20E+04,1363074
5650.6,147.3,197.8,13.6,6.33,0.86,3.22E-05,0.000561,1.78,174.5,495.2,525.4,741.2,46.4,2324.15,12490.1,1992.35,6285.4,3663.9,505.86,2534.1,369.9,1.11,0.0024,1.396,59.02,1.40E+04,668957
